antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach', 'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Total 2% All Natural Greek Strained Yogurt with Honey'})",frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),0.006346967559943582,0.014104372355430184,0.006346967559943582,1.0,70.89999999999999,1.0,0.006257447566150302,inf,0.9921930447125622,0.45,1.0,0.725
"frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach', 'Total 0% Nonfat Greek Yogurt', 'Total 2% All Natural Greek Strained Yogurt with Honey'})",frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),0.004936530324400564,0.014104372355430184,0.004936530324400564,1.0,70.89999999999999,1.0,0.004866903662561347,inf,0.9907866761162297,0.35,1.0,0.675
"frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach', 'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Total 2% Greek Strained Yogurt with Cherry 5.3 oz', 'Total 0% Raspberry Yogurt'})",frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),0.004936530324400564,0.014104372355430184,0.004936530324400564,1.0,70.89999999999999,1.0,0.004866903662561347,inf,0.9907866761162297,0.35,1.0,0.675
"frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Total 0% Nonfat Greek Yogurt', 'Total 2% All Natural Greek Strained Yogurt with Honey'})",frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),0.005641748942172073,0.014104372355430184,0.005641748942172073,1.0,70.89999999999999,1.0,0.005562175614355824,inf,0.9914893617021278,0.39999999999999997,1.0,0.7
frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),"frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach', 'Total 0% Nonfat Greek Yogurt', 'Total 2% All Natural Greek Strained Yogurt with Honey'})",0.014104372355430184,0.004936530324400564,0.004936530324400564,0.35,70.89999999999999,1.0,0.004866903662561347,1.530866876423999,1.0,0.35,0.34677533664068033,0.675
frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),"frozenset({'Total 0% Nonfat Greek Yogurt', 'Total 2% All Natural Greek Strained Yogurt with Honey'})",0.014104372355430184,0.005641748942172073,0.005641748942172073,0.39999999999999997,70.89999999999999,1.0,0.005562175614355824,1.6572637517630464,1.0,0.39999999999999997,0.396595744680851,0.7
"frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach', 'Total 0% Raspberry Yogurt'})",frozenset({'Total 2% Greek Strained Yogurt with Cherry 5.3 oz'}),0.007052186177715092,0.009873060648801129,0.004936530324400564,0.7,70.89999999999999,1.0,0.004866903662561347,3.3004231311706627,0.9928977272727274,0.41176470588235287,0.697008547008547,0.6
"frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Total 2% All Natural Greek Strained Yogurt with Honey', 'Total 2% Greek Strained Yogurt with Cherry 5.3 oz'})",frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),0.004936530324400564,0.014104372355430184,0.004936530324400564,1.0,70.89999999999999,1.0,0.004866903662561347,inf,0.9907866761162297,0.35,1.0,0.675
frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),"frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach', 'Pure Coconut Water'})",0.014104372355430184,0.004936530324400564,0.004936530324400564,0.35,70.89999999999999,1.0,0.004866903662561347,1.530866876423999,1.0,0.35,0.34677533664068033,0.675
"frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Total 2% Greek Strained Yogurt with Cherry 5.3 oz', 'Total 0% Raspberry Yogurt'})",frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),0.004936530324400564,0.014104372355430184,0.004936530324400564,1.0,70.89999999999999,1.0,0.004866903662561347,inf,0.9907866761162297,0.35,1.0,0.675
"frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach', 'Total 2% Greek Strained Yogurt with Cherry 5.3 oz', 'Total 0% Raspberry Yogurt'})",frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),0.004936530324400564,0.014104372355430184,0.004936530324400564,1.0,70.89999999999999,1.0,0.004866903662561347,inf,0.9907866761162297,0.35,1.0,0.675
"frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach', 'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Total 0% Raspberry Yogurt'})",frozenset({'Total 2% Greek Strained Yogurt with Cherry 5.3 oz'}),0.007052186177715092,0.009873060648801129,0.004936530324400564,0.7,70.89999999999999,1.0,0.004866903662561347,3.3004231311706627,0.9928977272727274,0.41176470588235287,0.697008547008547,0.6
frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),"frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Total 2% Greek Strained Yogurt with Cherry 5.3 oz', 'Total 0% Raspberry Yogurt'})",0.014104372355430184,0.004936530324400564,0.004936530324400564,0.35,70.89999999999999,1.0,0.004866903662561347,1.530866876423999,1.0,0.35,0.34677533664068033,0.675
frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),"frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Total 0% Nonfat Greek Yogurt', 'Total 2% Greek Strained Yogurt with Cherry 5.3 oz'})",0.014104372355430184,0.005641748942172073,0.005641748942172073,0.39999999999999997,70.89999999999999,1.0,0.005562175614355824,1.6572637517630464,1.0,0.39999999999999997,0.396595744680851,0.7
frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),"frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach', 'Total 2% Greek Strained Yogurt with Cherry 5.3 oz', 'Total 0% Raspberry Yogurt'})",0.014104372355430184,0.004936530324400564,0.004936530324400564,0.35,70.89999999999999,1.0,0.004866903662561347,1.530866876423999,1.0,0.35,0.34677533664068033,0.675
frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),"frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach', 'Total 0% Nonfat Greek Yogurt', 'Total 2% Greek Strained Yogurt with Cherry 5.3 oz'})",0.014104372355430184,0.004936530324400564,0.004936530324400564,0.35,70.89999999999999,1.0,0.004866903662561347,1.530866876423999,1.0,0.35,0.34677533664068033,0.675
"frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Total 0% Nonfat Greek Yogurt', 'Total 2% Greek Strained Yogurt with Cherry 5.3 oz'})",frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),0.005641748942172073,0.014104372355430184,0.005641748942172073,1.0,70.89999999999999,1.0,0.005562175614355824,inf,0.9914893617021278,0.39999999999999997,1.0,0.7
frozenset({'Total 2% Greek Strained Yogurt with Cherry 5.3 oz'}),"frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry', 'Total 2% All Natural Greek Strained Yogurt with Honey'})",0.009873060648801129,0.007052186177715092,0.004936530324400564,0.5,70.89999999999999,1.0,0.004866903662561347,1.9858956276445698,0.9957264957264957,0.41176470588235287,0.49644886363636365,0.6
"frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry', 'Total 2% All Natural Greek Strained Yogurt with Honey'})",frozenset({'Total 2% Greek Strained Yogurt with Cherry 5.3 oz'}),0.007052186177715092,0.009873060648801129,0.004936530324400564,0.7,70.89999999999999,1.0,0.004866903662561347,3.3004231311706627,0.9928977272727274,0.41176470588235287,0.697008547008547,0.6
frozenset({'Total 2% Greek Strained Yogurt with Cherry 5.3 oz'}),"frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach', 'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Total 0% Raspberry Yogurt'})",0.009873060648801129,0.007052186177715092,0.004936530324400564,0.5,70.89999999999999,1.0,0.004866903662561347,1.9858956276445698,0.9957264957264957,0.41176470588235287,0.49644886363636365,0.6
frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),"frozenset({'Total 0% Nonfat Greek Yogurt', 'Total 2% Greek Strained Yogurt with Cherry 5.3 oz'})",0.014104372355430184,0.005641748942172073,0.005641748942172073,0.39999999999999997,70.89999999999999,1.0,0.005562175614355824,1.6572637517630464,1.0,0.39999999999999997,0.396595744680851,0.7
"frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach', 'Pure Coconut Water'})",frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),0.004936530324400564,0.014104372355430184,0.004936530324400564,1.0,70.89999999999999,1.0,0.004866903662561347,inf,0.9907866761162297,0.35,1.0,0.675
"frozenset({'Organic Graham Crunch Cereal', 'Maple Pumpkin Seeds with Sea Salt Chewy with a Crunch Granola Bars', 'Dark & Mint Filled Chocolate Squares'})","frozenset({'Dark Chocolate Minis', 'Organic Heritage Flakes Cereal'})",0.004936530324400564,0.014104372355430184,0.004936530324400564,1.0,70.89999999999999,1.0,0.004866903662561347,inf,0.9907866761162297,0.35,1.0,0.675
"frozenset({'Dark Chocolate Minis', 'Organic Heritage Flakes Cereal'})","frozenset({'Organic Graham Crunch Cereal', 'Maple Pumpkin Seeds with Sea Salt Chewy with a Crunch Granola Bars', 'Dark & Mint Filled Chocolate Squares'})",0.014104372355430184,0.004936530324400564,0.004936530324400564,0.35,70.89999999999999,1.0,0.004866903662561347,1.530866876423999,1.0,0.35,0.34677533664068033,0.675
"frozenset({'Organic Heritage Flakes Cereal', 'Crunch Chocolate Peanut Butter Granola Bar'})","frozenset({""Annie's Bunny Fruit Snacks Variety"", 'Dark & Mint Filled Chocolate Squares'})",0.011283497884344146,0.007052186177715092,0.005641748942172073,0.5,70.89999999999999,1.0,0.005562175614355824,1.9858956276445698,0.9971469329529243,0.4444444444444445,0.49644886363636365,0.6499999999999999
frozenset({'Total 0% Nonfat Greek Yogurt'}),"frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach', 'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Total 2% Lowfat Greek Strained Yogurt With Blueberry', 'Total 0% Raspberry Yogurt'})",0.012693935119887164,0.006346967559943582,0.005641748942172073,0.4444444444444445,70.0246913580247,1.0,0.005561180947758121,1.7885754583921014,0.9983928571428571,0.4210526315789474,0.4408958284047,0.6666666666666667
"frozenset({'Organic Graham Crunch Cereal', 'Organic Pink Lemonade Bunny Fruit Snacks'})","frozenset({'Peach-Pear Sparkling Water', 'Sparkling Water, Natural Mango Essenced'})",0.006346967559943582,0.012693935119887164,0.005641748942172073,0.888888888888889,70.0246913580247,1.0,0.005561180947758121,8.88575458392102,0.9920156139105749,0.4210526315789474,0.8874603174603175,0.6666666666666667
"frozenset({'Peach-Pear Sparkling Water', 'Sparkling Water, Natural Mango Essenced'})","frozenset({'Organic Graham Crunch Cereal', 'Organic Pink Lemonade Bunny Fruit Snacks'})",0.012693935119887164,0.006346967559943582,0.005641748942172073,0.4444444444444445,70.0246913580247,1.0,0.005561180947758121,1.7885754583921014,0.9983928571428571,0.4210526315789474,0.4408958284047,0.6666666666666667
"frozenset({'Authentic French Brioche', 'Petit Suisse Fruit'})","frozenset({'Bonne Bouche Ash-Ripened Goat Cheese', 'Strawberry Preserves'})",0.012693935119887164,0.006346967559943582,0.005641748942172073,0.4444444444444445,70.0246913580247,1.0,0.005561180947758121,1.7885754583921014,0.9983928571428571,0.4210526315789474,0.4408958284047,0.6666666666666667
"frozenset({'Authentic French Brioche', 'Petit Suisse Fruit'})",frozenset({'Organic Frosted Flakes Cereal'}),0.012693935119887164,0.006346967559943582,0.005641748942172073,0.4444444444444445,70.0246913580247,1.0,0.005561180947758121,1.7885754583921014,0.9983928571428571,0.4210526315789474,0.4408958284047,0.6666666666666667
"frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Total 2% Lowfat Greek Strained Yogurt With Blueberry', 'Total 0% Raspberry Yogurt'})",frozenset({'Total 0% Nonfat Greek Yogurt'}),0.006346967559943582,0.012693935119887164,0.005641748942172073,0.888888888888889,70.0246913580247,1.0,0.005561180947758121,8.88575458392102,0.9920156139105749,0.4210526315789474,0.8874603174603175,0.6666666666666667
frozenset({'Total 0% Nonfat Greek Yogurt'}),"frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Total 2% Lowfat Greek Strained Yogurt With Blueberry', 'Total 0% Raspberry Yogurt'})",0.012693935119887164,0.006346967559943582,0.005641748942172073,0.4444444444444445,70.0246913580247,1.0,0.005561180947758121,1.7885754583921014,0.9983928571428571,0.4210526315789474,0.4408958284047,0.6666666666666667
frozenset({'Total 0% Nonfat Greek Yogurt'}),"frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach', 'Total 2% Lowfat Greek Strained Yogurt With Blueberry', 'Total 0% Raspberry Yogurt'})",0.012693935119887164,0.006346967559943582,0.005641748942172073,0.4444444444444445,70.0246913580247,1.0,0.005561180947758121,1.7885754583921014,0.9983928571428571,0.4210526315789474,0.4408958284047,0.6666666666666667
"frozenset({'Organic Heritage Flakes Cereal', 'Organic Graham Crunch Cereal', 'Organic Pink Lemonade Bunny Fruit Snacks'})","frozenset({'Peach-Pear Sparkling Water', 'Sparkling Water, Natural Mango Essenced'})",0.006346967559943582,0.012693935119887164,0.005641748942172073,0.888888888888889,70.0246913580247,1.0,0.005561180947758121,8.88575458392102,0.9920156139105749,0.4210526315789474,0.8874603174603175,0.6666666666666667
"frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach', 'Total 2% Lowfat Greek Strained Yogurt With Blueberry', 'Total 0% Raspberry Yogurt'})",frozenset({'Total 0% Nonfat Greek Yogurt'}),0.006346967559943582,0.012693935119887164,0.005641748942172073,0.888888888888889,70.0246913580247,1.0,0.005561180947758121,8.88575458392102,0.9920156139105749,0.4210526315789474,0.8874603174603175,0.6666666666666667
"frozenset({'Bonne Bouche Ash-Ripened Goat Cheese', 'Strawberry Preserves'})","frozenset({'Authentic French Brioche', 'Petit Suisse Fruit'})",0.006346967559943582,0.012693935119887164,0.005641748942172073,0.888888888888889,70.0246913580247,1.0,0.005561180947758121,8.88575458392102,0.9920156139105749,0.4210526315789474,0.8874603174603175,0.6666666666666667
"frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach', 'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Total 2% Lowfat Greek Strained Yogurt With Blueberry', 'Total 0% Raspberry Yogurt'})",frozenset({'Total 0% Nonfat Greek Yogurt'}),0.006346967559943582,0.012693935119887164,0.005641748942172073,0.888888888888889,70.0246913580247,1.0,0.005561180947758121,8.88575458392102,0.9920156139105749,0.4210526315789474,0.8874603174603175,0.6666666666666667
"frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry', 'Total 0% Raspberry Yogurt'})",frozenset({'Total 0% Nonfat Greek Yogurt'}),0.006346967559943582,0.012693935119887164,0.005641748942172073,0.888888888888889,70.0246913580247,1.0,0.005561180947758121,8.88575458392102,0.9920156139105749,0.4210526315789474,0.8874603174603175,0.6666666666666667
frozenset({'Organic Frosted Flakes Cereal'}),"frozenset({'Authentic French Brioche', 'Petit Suisse Fruit'})",0.006346967559943582,0.012693935119887164,0.005641748942172073,0.888888888888889,70.0246913580247,1.0,0.005561180947758121,8.88575458392102,0.9920156139105749,0.4210526315789474,0.8874603174603175,0.6666666666666667
"frozenset({'Peach-Pear Sparkling Water', 'Sparkling Water, Natural Mango Essenced'})","frozenset({'Organic Heritage Flakes Cereal', 'Organic Graham Crunch Cereal', 'Organic Pink Lemonade Bunny Fruit Snacks'})",0.012693935119887164,0.006346967559943582,0.005641748942172073,0.4444444444444445,70.0246913580247,1.0,0.005561180947758121,1.7885754583921014,0.9983928571428571,0.4210526315789474,0.4408958284047,0.6666666666666667
frozenset({'Total 0% Nonfat Greek Yogurt'}),"frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry', 'Total 0% Raspberry Yogurt'})",0.012693935119887164,0.006346967559943582,0.005641748942172073,0.4444444444444445,70.0246913580247,1.0,0.005561180947758121,1.7885754583921014,0.9983928571428571,0.4210526315789474,0.4408958284047,0.6666666666666667
"frozenset({'Sparkling Water, Natural Mango Essenced'})","frozenset({'Dark Chocolate Minis', 'Peach-Pear Sparkling Water', 'Organic Pink Lemonade Bunny Fruit Snacks'})",0.013399153737658674,0.011283497884344146,0.010578279266572637,0.7894736842105262,69.96710526315789,1.0,0.010427089943721763,4.696403385049363,0.9990945913747915,0.7499999999999999,0.7870711014340415,0.863486842105263
"frozenset({'Dark Chocolate Minis', 'Peach-Pear Sparkling Water', 'Organic Pink Lemonade Bunny Fruit Snacks'})","frozenset({'Sparkling Water, Natural Mango Essenced'})",0.011283497884344146,0.013399153737658674,0.010578279266572637,0.9374999999999999,69.96710526315789,1.0,0.010427089943721763,15.785613540197433,0.9969567284831193,0.7499999999999999,0.9366511794138669,0.863486842105263
"frozenset({'Peach-Pear Sparkling Water', 'Organic Pink Lemonade Bunny Fruit Snacks', 'Dark Chocolate Minis'})","frozenset({'Sparkling Water, Natural Mango Essenced', 'Organic Heritage Flakes Cereal'})",0.011283497884344146,0.009873060648801129,0.007757404795486601,0.6875,69.63392857142857,1.0,0.007646002136543852,3.1684062059238363,0.996887563221372,0.5789473684210525,0.6843839031339032,0.7366071428571428
"frozenset({'Sparkling Water, Natural Mango Essenced', 'Organic Heritage Flakes Cereal'})","frozenset({'Peach-Pear Sparkling Water', 'Organic Pink Lemonade Bunny Fruit Snacks', 'Dark Chocolate Minis'})",0.009873060648801129,0.011283497884344146,0.007757404795486601,0.7857142857142857,69.63392857142857,1.0,0.007646002136543852,4.6140103432063935,0.9954674954674955,0.5789473684210525,0.7832687996739351,0.7366071428571428
"frozenset({'Organic Heritage Flakes Cereal', 'Maple Pumpkin Seeds with Sea Salt Chewy with a Crunch Granola Bars', 'Dark & Mint Filled Chocolate Squares'})","frozenset({'Dark Chocolate Minis', 'Organic Graham Crunch Cereal'})",0.009167842031029619,0.007757404795486601,0.004936530324400564,0.5384615384615385,69.41258741258743,1.0,0.004865411662664791,2.149858956276446,0.9947127605490593,0.41176470588235287,0.5348532064949977,0.5874125874125875
"frozenset({'Peach-Pear Sparkling Water', 'Sparkling Water, Natural Mango Essenced', 'Organic Heritage Flakes Cereal'})","frozenset({'Dark Chocolate Minis', 'Organic Graham Crunch Cereal'})",0.009167842031029619,0.007757404795486601,0.004936530324400564,0.5384615384615385,69.41258741258743,1.0,0.004865411662664791,2.149858956276446,0.9947127605490593,0.41176470588235287,0.5348532064949977,0.5874125874125875
"frozenset({'Peach-Pear Sparkling Water', 'Organic Heritage Flakes Cereal', 'Dark Chocolate Minis'})","frozenset({'Maple Pumpkin Seeds with Sea Salt Chewy with a Crunch Granola Bars', 'Organic Pink Lemonade Bunny Fruit Snacks'})",0.009167842031029619,0.007757404795486601,0.004936530324400564,0.5384615384615385,69.41258741258743,1.0,0.004865411662664791,2.149858956276446,0.9947127605490593,0.41176470588235287,0.5348532064949977,0.5874125874125875
frozenset({'Caramel Cone Ice Cream'}),"frozenset({'Honey Buns', 'Cran-Apple Juice Drink'})",0.009167842031029619,0.007757404795486601,0.004936530324400564,0.5384615384615385,69.41258741258743,1.0,0.004865411662664791,2.149858956276446,0.9947127605490593,0.41176470588235287,0.5348532064949977,0.5874125874125875
frozenset({'Organic Bunny Fruit Tropical Treat Fruit Snacks'}),"frozenset({'Crunch Chocolate Peanut Butter Granola Bar', 'Lemon Sparkling Water', 'Dark & Mint Filled Chocolate Squares'})",0.009167842031029619,0.007757404795486601,0.004936530324400564,0.5384615384615385,69.41258741258743,1.0,0.004865411662664791,2.149858956276446,0.9947127605490593,0.41176470588235287,0.5348532064949977,0.5874125874125875
frozenset({'Organic Bunny Fruit Tropical Treat Fruit Snacks'}),"frozenset({'Orange Sparkling Water', 'Dark & Mint Filled Chocolate Squares', 'Crunch Chocolate Peanut Butter Granola Bar'})",0.009167842031029619,0.007757404795486601,0.004936530324400564,0.5384615384615385,69.41258741258743,1.0,0.004865411662664791,2.149858956276446,0.9947127605490593,0.41176470588235287,0.5348532064949977,0.5874125874125875
"frozenset({'Peach-Pear Sparkling Water', 'Sparkling Water, Natural Mango Essenced', 'Organic Heritage Flakes Cereal'})","frozenset({'Maple Pumpkin Seeds with Sea Salt Chewy with a Crunch Granola Bars', 'Organic Pink Lemonade Bunny Fruit Snacks'})",0.009167842031029619,0.007757404795486601,0.004936530324400564,0.5384615384615385,69.41258741258743,1.0,0.004865411662664791,2.149858956276446,0.9947127605490593,0.41176470588235287,0.5348532064949977,0.5874125874125875
frozenset({'Organic & Raw Strawberry Serenity Kombucha'}),frozenset({'Synergy Organic & Raw Cosmic Cranberry'}),0.009167842031029619,0.007757404795486601,0.004936530324400564,0.5384615384615385,69.41258741258743,1.0,0.004865411662664791,2.149858956276446,0.9947127605490593,0.41176470588235287,0.5348532064949977,0.5874125874125875
frozenset({'Organic Bunny Fruit Tropical Treat Fruit Snacks'}),"frozenset({'Lemon Sparkling Water', 'Dark & Mint Filled Chocolate Squares'})",0.009167842031029619,0.007757404795486601,0.004936530324400564,0.5384615384615385,69.41258741258743,1.0,0.004865411662664791,2.149858956276446,0.9947127605490593,0.41176470588235287,0.5348532064949977,0.5874125874125875
frozenset({'Organic Bunny Fruit Tropical Treat Fruit Snacks'}),"frozenset({'Orange Sparkling Water', 'Lemon Sparkling Water', 'Dark & Mint Filled Chocolate Squares'})",0.009167842031029619,0.007757404795486601,0.004936530324400564,0.5384615384615385,69.41258741258743,1.0,0.004865411662664791,2.149858956276446,0.9947127605490593,0.41176470588235287,0.5348532064949977,0.5874125874125875
"frozenset({'Peach-Pear Sparkling Water', 'Sparkling Water, Natural Mango Essenced', 'Organic Pink Lemonade Bunny Fruit Snacks', 'Organic Heritage Flakes Cereal'})","frozenset({'Dark Chocolate Minis', 'Organic Graham Crunch Cereal'})",0.009167842031029619,0.007757404795486601,0.004936530324400564,0.5384615384615385,69.41258741258743,1.0,0.004865411662664791,2.149858956276446,0.9947127605490593,0.41176470588235287,0.5348532064949977,0.5874125874125875
frozenset({'Organic Bunny Fruit Tropical Treat Fruit Snacks'}),"frozenset({'Orange Sparkling Water', 'Crunch Chocolate Peanut Butter Granola Bar', 'Lemon Sparkling Water', 'Dark & Mint Filled Chocolate Squares'})",0.009167842031029619,0.007757404795486601,0.004936530324400564,0.5384615384615385,69.41258741258743,1.0,0.004865411662664791,2.149858956276446,0.9947127605490593,0.41176470588235287,0.5348532064949977,0.5874125874125875
frozenset({'Caramel Cone Ice Cream'}),frozenset({'Honey Buns'}),0.009167842031029619,0.007757404795486601,0.004936530324400564,0.5384615384615385,69.41258741258743,1.0,0.004865411662664791,2.149858956276446,0.9947127605490593,0.41176470588235287,0.5348532064949977,0.5874125874125875
"frozenset({'Lemon Sparkling Water', 'Dark & Mint Filled Chocolate Squares'})",frozenset({'Organic Bunny Fruit Tropical Treat Fruit Snacks'}),0.007757404795486601,0.009167842031029619,0.004936530324400564,0.6363636363636364,69.41258741258741,1.0,0.004865411662664791,2.7247884344146684,0.9932988120621382,0.41176470588235287,0.6329990294403106,0.5874125874125875
"frozenset({'Orange Sparkling Water', 'Lemon Sparkling Water', 'Dark & Mint Filled Chocolate Squares'})",frozenset({'Organic Bunny Fruit Tropical Treat Fruit Snacks'}),0.007757404795486601,0.009167842031029619,0.004936530324400564,0.6363636363636364,69.41258741258741,1.0,0.004865411662664791,2.7247884344146684,0.9932988120621382,0.41176470588235287,0.6329990294403106,0.5874125874125875
"frozenset({'Dark Chocolate Minis', 'Organic Graham Crunch Cereal'})","frozenset({'Peach-Pear Sparkling Water', 'Sparkling Water, Natural Mango Essenced', 'Organic Pink Lemonade Bunny Fruit Snacks', 'Organic Heritage Flakes Cereal'})",0.007757404795486601,0.009167842031029619,0.004936530324400564,0.6363636363636364,69.41258741258741,1.0,0.004865411662664791,2.7247884344146684,0.9932988120621382,0.41176470588235287,0.6329990294403106,0.5874125874125875
"frozenset({'Honey Buns', 'Cran-Apple Juice Drink'})",frozenset({'Caramel Cone Ice Cream'}),0.007757404795486601,0.009167842031029619,0.004936530324400564,0.6363636363636364,69.41258741258741,1.0,0.004865411662664791,2.7247884344146684,0.9932988120621382,0.41176470588235287,0.6329990294403106,0.5874125874125875
frozenset({'Synergy Organic & Raw Cosmic Cranberry'}),frozenset({'Organic & Raw Strawberry Serenity Kombucha'}),0.007757404795486601,0.009167842031029619,0.004936530324400564,0.6363636363636364,69.41258741258741,1.0,0.004865411662664791,2.7247884344146684,0.9932988120621382,0.41176470588235287,0.6329990294403106,0.5874125874125875
"frozenset({'Crunch Chocolate Peanut Butter Granola Bar', 'Lemon Sparkling Water', 'Dark & Mint Filled Chocolate Squares'})",frozenset({'Organic Bunny Fruit Tropical Treat Fruit Snacks'}),0.007757404795486601,0.009167842031029619,0.004936530324400564,0.6363636363636364,69.41258741258741,1.0,0.004865411662664791,2.7247884344146684,0.9932988120621382,0.41176470588235287,0.6329990294403106,0.5874125874125875
"frozenset({'Maple Pumpkin Seeds with Sea Salt Chewy with a Crunch Granola Bars', 'Organic Pink Lemonade Bunny Fruit Snacks'})","frozenset({'Peach-Pear Sparkling Water', 'Sparkling Water, Natural Mango Essenced', 'Organic Heritage Flakes Cereal'})",0.007757404795486601,0.009167842031029619,0.004936530324400564,0.6363636363636364,69.41258741258741,1.0,0.004865411662664791,2.7247884344146684,0.9932988120621382,0.41176470588235287,0.6329990294403106,0.5874125874125875
"frozenset({'Dark Chocolate Minis', 'Organic Graham Crunch Cereal'})","frozenset({'Peach-Pear Sparkling Water', 'Sparkling Water, Natural Mango Essenced', 'Organic Heritage Flakes Cereal'})",0.007757404795486601,0.009167842031029619,0.004936530324400564,0.6363636363636364,69.41258741258741,1.0,0.004865411662664791,2.7247884344146684,0.9932988120621382,0.41176470588235287,0.6329990294403106,0.5874125874125875
"frozenset({'Dark Chocolate Minis', 'Organic Graham Crunch Cereal'})","frozenset({'Organic Heritage Flakes Cereal', 'Maple Pumpkin Seeds with Sea Salt Chewy with a Crunch Granola Bars', 'Dark & Mint Filled Chocolate Squares'})",0.007757404795486601,0.009167842031029619,0.004936530324400564,0.6363636363636364,69.41258741258741,1.0,0.004865411662664791,2.7247884344146684,0.9932988120621382,0.41176470588235287,0.6329990294403106,0.5874125874125875
"frozenset({'Orange Sparkling Water', 'Crunch Chocolate Peanut Butter Granola Bar', 'Lemon Sparkling Water', 'Dark & Mint Filled Chocolate Squares'})",frozenset({'Organic Bunny Fruit Tropical Treat Fruit Snacks'}),0.007757404795486601,0.009167842031029619,0.004936530324400564,0.6363636363636364,69.41258741258741,1.0,0.004865411662664791,2.7247884344146684,0.9932988120621382,0.41176470588235287,0.6329990294403106,0.5874125874125875
frozenset({'Honey Buns'}),frozenset({'Caramel Cone Ice Cream'}),0.007757404795486601,0.009167842031029619,0.004936530324400564,0.6363636363636364,69.41258741258741,1.0,0.004865411662664791,2.7247884344146684,0.9932988120621382,0.41176470588235287,0.6329990294403106,0.5874125874125875
"frozenset({'Maple Pumpkin Seeds with Sea Salt Chewy with a Crunch Granola Bars', 'Organic Pink Lemonade Bunny Fruit Snacks'})","frozenset({'Peach-Pear Sparkling Water', 'Organic Heritage Flakes Cereal', 'Dark Chocolate Minis'})",0.007757404795486601,0.009167842031029619,0.004936530324400564,0.6363636363636364,69.41258741258741,1.0,0.004865411662664791,2.7247884344146684,0.9932988120621382,0.41176470588235287,0.6329990294403106,0.5874125874125875
