support,itemsets
0.00846262341325811,frozenset({'Whole Vitamin D Milk'})
0.006346967559943582,frozenset({'Whole Wheat Pita Bread Loaves'})
0.007052186177715092,frozenset({'Wild Albacore Tuna No Salt Added'})
0.007757404795486601,frozenset({'Wild Blueberry Preserves'})
0.004936530324400564,frozenset({'World Cuisine Certified Halal Chicken Tikka Masala With Basmati Rice'})
0.01622002820874471,frozenset({'Yellow Onions'})
0.005641748942172073,frozenset({'Yobaby Organic Plain Yogurt'})
0.004936530324400564,frozenset({'Yoghurt Blueberry'})
0.004936530324400564,"frozenset({'Yogurt, Lowfat, Strawberry'})"
0.013399153737658674,frozenset({'Zero Calorie Cola'})
0.004936530324400564,frozenset({'smartwater® Electrolyte Enhanced Water'})
0.006346967559943582,"frozenset({'Apples', '0% Greek Strained Yogurt'})"
0.007052186177715092,"frozenset({'Bag of Organic Bananas', '0% Greek Strained Yogurt'})"
0.006346967559943582,"frozenset({'Soda', '0% Greek Strained Yogurt'})"
0.007757404795486601,"frozenset({'Natural Artesian Bottled Water', '100% Premium Select Not From Concentrate Pure Prune Juice'})"
0.004936530324400564,"frozenset({'100% Premium Select Not From Concentrate Pure Prune Juice', 'Reduced Fat Milk'})"
0.004936530324400564,"frozenset({'1500 Pale Ale', 'Jaipur Karhi Organic Potato Dumplings in Spicy Buttermilk'})"
0.00846262341325811,"frozenset({'Jalapeno Pepper', '80  Vodka Holiday Edition'})"
0.005641748942172073,"frozenset({'Mixed Vegetables', '80  Vodka Holiday Edition'})"
0.004936530324400564,"frozenset({'85% Lean Ground Beef', 'Lactose Free Fat Free Milk'})"
0.005641748942172073,"frozenset({'85% Lean Ground Beef', 'Mexican Coffee'})"
0.004936530324400564,"frozenset({'85% Lean Ground Beef', 'Vanilla Coffee Concentrate'})"
0.006346967559943582,"frozenset({'Annie Peely Fruit 4.5 Z', 'Oatmeal Square Banana Dark Chocolate'})"
0.004936530324400564,"frozenset({'Twilight Delight 72% Cacao Intense Dark Squares', 'Annie Peely Fruit 4.5 Z'})"
0.005641748942172073,"frozenset({'Annie Peely Fruit 4.5 Z', 'Unsweetened Original Almond Breeze Almond Milk'})"
0.006346967559943582,"frozenset({'Crunch Chocolate Peanut Butter Granola Bar', ""Annie's Bunny Fruit Snacks Variety""})"
0.007052186177715092,"frozenset({""Annie's Bunny Fruit Snacks Variety"", 'Dark & Mint Filled Chocolate Squares'})"
0.006346967559943582,"frozenset({'Lemon Sparkling Water', ""Annie's Bunny Fruit Snacks Variety""})"
0.006346967559943582,"frozenset({""Annie's Bunny Fruit Snacks Variety"", 'Orange Sparkling Water'})"
0.006346967559943582,"frozenset({'Organic Heritage Flakes Cereal', ""Annie's Bunny Fruit Snacks Variety""})"
0.006346967559943582,"frozenset({'Antimo Caputo Flour', 'Authentic French Brioche'})"
0.004936530324400564,"frozenset({'Bonne Bouche Ash-Ripened Goat Cheese', 'Antimo Caputo Flour'})"
0.004936530324400564,"frozenset({'Antimo Caputo Flour', 'Hazelnut Bite Size Wafer Cookies'})"
0.006346967559943582,"frozenset({'Antimo Caputo Flour', 'Petit Suisse Fruit'})"
0.004936530324400564,"frozenset({'Antimo Caputo Flour', 'Salted Butter'})"
0.004936530324400564,"frozenset({'Antimo Caputo Flour', 'Strawberry Preserves'})"
0.010578279266572637,"frozenset({'Bag of Organic Bananas', 'Apple Honeycrisp Organic'})"
0.006346967559943582,"frozenset({'Organic Hass Avocado', 'Apple Honeycrisp Organic'})"
0.004936530324400564,"frozenset({'Organic Milk', 'Apple Honeycrisp Organic'})"
0.004936530324400564,"frozenset({'Organic Plain Whole Milk Yogurt', 'Apple Honeycrisp Organic'})"
0.007052186177715092,"frozenset({'Uncured Hickory Smoked Sunday Bacon', 'Apple Honeycrisp Organic'})"
0.011988716502115656,"frozenset({'Bag of Organic Bananas', 'Apples'})"
0.004936530324400564,"frozenset({'Apples', 'Clementines'})"
0.004936530324400564,"frozenset({'Apples', 'Creamy Almond Butter'})"
0.004936530324400564,"frozenset({'Organic Blueberries', 'Apples'})"
0.007052186177715092,"frozenset({'Organic Half & Half', 'Apples'})"
0.004936530324400564,"frozenset({'Apples', 'Raspberries'})"
0.006346967559943582,"frozenset({'Soda', 'Apples'})"
0.005641748942172073,"frozenset({'Trail Mix', 'Apples'})"
0.004936530324400564,"frozenset({'Banana', 'Asparagus'})"
0.004936530324400564,"frozenset({'Strawberries', 'Asparagus'})"
0.007757404795486601,"frozenset({'Bonne Bouche Ash-Ripened Goat Cheese', 'Authentic French Brioche'})"
0.00846262341325811,"frozenset({'Authentic French Brioche', 'Bunny-Luv Fresh Organic Carrots'})"
0.004936530324400564,"frozenset({'Gogo Squeez Organic Apple Strawberry Applesauce on the Go', 'Authentic French Brioche'})"
0.004936530324400564,"frozenset({'Hazelnut Bite Size Wafer Cookies', 'Authentic French Brioche'})"
0.006346967559943582,"frozenset({'Lettuce Medley', 'Authentic French Brioche'})"
0.005641748942172073,"frozenset({'Authentic French Brioche', 'Organic Frosted Flakes Cereal'})"
0.004936530324400564,"frozenset({'Authentic French Brioche', 'Organic Hass Avocado'})"
0.007757404795486601,"frozenset({'Authentic French Brioche', 'Organic Heavy Whipping Cream'})"
0.004936530324400564,"frozenset({'Organic Reduced Fat 2% Milk', 'Authentic French Brioche'})"
0.004936530324400564,"frozenset({'Organic Reduced Fat Milk', 'Authentic French Brioche'})"
0.006346967559943582,"frozenset({'Organic Zucchini', 'Authentic French Brioche'})"
0.004936530324400564,"frozenset({'Parsley', 'Authentic French Brioche'})"
0.012693935119887164,"frozenset({'Petit Suisse Fruit', 'Authentic French Brioche'})"
0.00846262341325811,"frozenset({'Authentic French Brioche', 'Salted Butter'})"
0.00846262341325811,"frozenset({'Authentic French Brioche', 'Strawberry Preserves'})"
0.007757404795486601,"frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Authentic French Brioche'})"
0.007052186177715092,"frozenset({'Authentic French Brioche', 'Wild Blueberry Preserves'})"
0.004936530324400564,"frozenset({'Bag of Organic Bananas', 'Carrots'})"
0.004936530324400564,"frozenset({'Bag of Organic Bananas', 'Cinnamon Rolls with Icing'})"
0.007052186177715092,"frozenset({'Bag of Organic Bananas', 'Clementines'})"
0.004936530324400564,"frozenset({'Bag of Organic Bananas', 'Creamy Almond Butter'})"
0.007052186177715092,"frozenset({'Dairy Free Coconut Milk Blueberry Yogurt Alternative', 'Bag of Organic Bananas'})"
0.007052186177715092,"frozenset({'Bag of Organic Bananas', 'Dairy Free Coconut Milk Yogurt Alternative'})"
0.005641748942172073,"frozenset({'Bag of Organic Bananas', 'English Seedless Cucumber'})"
0.004936530324400564,"frozenset({'Bag of Organic Bananas', 'Fresh Cauliflower'})"
0.005641748942172073,"frozenset({'Bag of Organic Bananas', 'Frozen Organic Wild Blueberries'})"
0.004936530324400564,"frozenset({'Gluten Free Mushroom Risotto Bowl', 'Bag of Organic Bananas'})"
0.006346967559943582,"frozenset({'Bag of Organic Bananas', 'Gluten Free Sliced Mountain White Bread'})"
0.007757404795486601,"frozenset({'Bag of Organic Bananas', 'Medium Navel Orange'})"
0.004936530324400564,"frozenset({'Bag of Organic Bananas', 'Mini Original Babybel Cheese'})"
0.009167842031029619,"frozenset({'Bag of Organic Bananas', 'Natural Artesian Bottled Water'})"
0.004936530324400564,"frozenset({'Bag of Organic Bananas', 'Organic Baby Broccoli'})"
0.014809590973201692,"frozenset({'Bag of Organic Bananas', 'Organic Baby Spinach'})"
0.00846262341325811,"frozenset({'Organic Blueberries', 'Bag of Organic Bananas'})"
0.005641748942172073,"frozenset({'Bag of Organic Bananas', ""Organic D'Anjou Pears""})"
0.005641748942172073,"frozenset({'Bag of Organic Bananas', 'Organic Extra Large Grade AA Brown Eggs'})"
0.007757404795486601,"frozenset({'Bag of Organic Bananas', 'Organic Gala Apples'})"
0.011988716502115656,"frozenset({'Organic Garlic', 'Bag of Organic Bananas'})"
0.005641748942172073,"frozenset({'Bag of Organic Bananas', 'Organic Granny Smith Apple'})"
0.011283497884344146,"frozenset({'Organic Half & Half', 'Bag of Organic Bananas'})"
0.020451339915373765,"frozenset({'Bag of Organic Bananas', 'Organic Hass Avocado'})"
0.005641748942172073,"frozenset({'Bag of Organic Bananas', 'Organic Italian Parsley Bunch'})"
0.00846262341325811,"frozenset({'Bag of Organic Bananas', 'Organic Leek'})"
0.009873060648801129,"frozenset({'Bag of Organic Bananas', 'Organic Lemon'})"
0.014104372355430184,"frozenset({'Bag of Organic Bananas', 'Organic Milk'})"
0.005641748942172073,"frozenset({'Organic Raspberries', 'Bag of Organic Bananas'})"
0.005641748942172073,"frozenset({'Bag of Organic Bananas', 'Organic Red Onion'})"
0.006346967559943582,"frozenset({'Bag of Organic Bananas', 'Organic Russet Potato'})"
0.018335684062059238,"frozenset({'Bag of Organic Bananas', 'Organic Strawberries'})"
0.009873060648801129,"frozenset({'Bag of Organic Bananas', 'Organic Tomato Cluster'})"
0.007052186177715092,"frozenset({'Bag of Organic Bananas', 'Organic Unsweetened Almond Milk'})"
0.007757404795486601,"frozenset({'Bag of Organic Bananas', 'Organic Whole String Cheese'})"
0.00846262341325811,"frozenset({'Bag of Organic Bananas', 'Organic Yellow Onion'})"
0.012693935119887164,"frozenset({'Bag of Organic Bananas', 'Organic Zucchini'})"
0.005641748942172073,"frozenset({'Bag of Organic Bananas', 'Pesto Tortellini  Bowls'})"
0.004936530324400564,"frozenset({'Bag of Organic Bananas', 'Raspberries'})"
0.007757404795486601,"frozenset({'Bag of Organic Bananas', 'Sea Salt Potato Chips'})"
0.009167842031029619,"frozenset({'Bag of Organic Bananas', 'Seedless Red Grapes'})"
0.014809590973201692,"frozenset({'Bag of Organic Bananas', 'Soda'})"
0.004936530324400564,"frozenset({'Bag of Organic Bananas', 'Sprouted Multi-Grain Bread'})"
0.004936530324400564,"frozenset({'Bag of Organic Bananas', 'Sweet Onion'})"
0.007052186177715092,"frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Bag of Organic Bananas'})"
0.004936530324400564,"frozenset({'Trail Mix', 'Bag of Organic Bananas'})"
0.010578279266572637,"frozenset({'Bag of Organic Bananas', 'Uncured Hickory Smoked Sunday Bacon'})"
0.007757404795486601,"frozenset({'Bag of Organic Bananas', 'Unsweetened Almondmilk'})"
0.005641748942172073,"frozenset({'Bag of Organic Bananas', 'Vanilla Skyr Nonfat Yogurt'})"
0.004936530324400564,"frozenset({'Blueberries', 'Banana'})"
0.005641748942172073,"frozenset({'Banana', 'Boneless Skinless Chicken Breasts'})"
0.007757404795486601,"frozenset({'Banana', 'Four Cheese Thin Crust Pizza'})"
0.004936530324400564,"frozenset({'Banana', 'Grape White/Green Seedless'})"
0.004936530324400564,"frozenset({'Banana', 'Honeycrisp Apple'})"
0.005641748942172073,"frozenset({'Banana', 'Krinkle Cut Salt & Fresh Ground Pepper Potato Chips'})"
0.007757404795486601,"frozenset({'Banana', 'Large Lemon'})"
0.005641748942172073,"frozenset({'Banana', 'Limes'})"
0.005641748942172073,"frozenset({'Banana', 'Low Fat Plain Yogurt'})"
0.006346967559943582,"frozenset({'Banana', 'Organic Avocado'})"
0.009167842031029619,"frozenset({'Banana', 'Organic Baby Spinach'})"
0.004936530324400564,"frozenset({'Organic Blueberries', 'Banana'})"
0.007757404795486601,"frozenset({'Banana', 'Organic Fuji Apple'})"
0.004936530324400564,"frozenset({'Organic Garlic', 'Banana'})"
0.004936530324400564,"frozenset({'Banana', 'Organic Hass Avocado'})"
0.005641748942172073,"frozenset({'Banana', 'Organic Sliced Peaches'})"
0.009167842031029619,"frozenset({'Banana', 'Organic Strawberries'})"
0.004936530324400564,"frozenset({'Banana', 'Peach Pear Flavored Sparkling Water'})"
0.004936530324400564,"frozenset({'Banana', 'Pineapple Chunks'})"
0.007052186177715092,"frozenset({'Banana', 'Red Raspberries'})"
0.004936530324400564,"frozenset({'Banana', 'Small Hass Avocado'})"
0.007757404795486601,"frozenset({'Banana', 'Strawberries'})"
0.004936530324400564,"frozenset({'Banana', 'Total 2% All Natural Greek Strained Yogurt with Honey'})"
0.006346967559943582,"frozenset({'Banana', 'Whipped Cream Cheese'})"
0.005641748942172073,"frozenset({'Caramel Cone Ice Cream', 'Bars Peanut Butter'})"
0.007757404795486601,"frozenset({'Bars Peanut Butter', 'Cran-Apple Juice Drink'})"
0.007052186177715092,"frozenset({'Creamed Chipped Beef', 'Bars Peanut Butter'})"
0.007052186177715092,"frozenset({'Bars Peanut Butter', 'Honey Buns'})"
0.007052186177715092,"frozenset({'Bars Peanut Butter', 'Oatmeal Crème Pies'})"
0.005641748942172073,"frozenset({'Blueberry Yoghurt', 'Raspberry Yoghurt'})"
0.005641748942172073,"frozenset({'Bonne Bouche Ash-Ripened Goat Cheese', 'Bunny-Luv Fresh Organic Carrots'})"
0.00846262341325811,"frozenset({'Bonne Bouche Ash-Ripened Goat Cheese', 'Petit Suisse Fruit'})"
0.005641748942172073,"frozenset({'Bonne Bouche Ash-Ripened Goat Cheese', 'Salted Butter'})"
0.006346967559943582,"frozenset({'Bonne Bouche Ash-Ripened Goat Cheese', 'Strawberry Preserves'})"
0.004936530324400564,"frozenset({'Bonne Bouche Ash-Ripened Goat Cheese', 'Wild Blueberry Preserves'})"
0.006346967559943582,"frozenset({'Bread, Country Buttermilk', 'Milk, Organic, Vitamin D'})"
0.004936530324400564,"frozenset({'Bread, Country Buttermilk', 'Roma Tomato'})"
0.009167842031029619,"frozenset({'Natural Artesian Bottled Water', 'Brown Eggs'})"
0.00846262341325811,"frozenset({'Reduced Fat Milk', 'Brown Eggs'})"
0.005641748942172073,"frozenset({'Organic Heavy Whipping Cream', 'Bunny-Luv Fresh Organic Carrots'})"
0.005641748942172073,"frozenset({'Organic Zucchini', 'Bunny-Luv Fresh Organic Carrots'})"
0.007757404795486601,"frozenset({'Petit Suisse Fruit', 'Bunny-Luv Fresh Organic Carrots'})"
0.004936530324400564,"frozenset({'Salted Butter', 'Bunny-Luv Fresh Organic Carrots'})"
0.005641748942172073,"frozenset({'Bunny-Luv Fresh Organic Carrots', 'Strawberry Preserves'})"
0.004936530324400564,"frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Bunny-Luv Fresh Organic Carrots'})"
0.004936530324400564,"frozenset({'Wild Blueberry Preserves', 'Bunny-Luv Fresh Organic Carrots'})"
0.00846262341325811,"frozenset({'Caramel Cone Ice Cream', 'Cran-Apple Juice Drink'})"
0.00846262341325811,"frozenset({'Creamed Chipped Beef', 'Caramel Cone Ice Cream'})"
0.004936530324400564,"frozenset({'Caramel Cone Ice Cream', 'Honey Buns'})"
0.00846262341325811,"frozenset({'Caramel Cone Ice Cream', 'Oatmeal Crème Pies'})"
0.005641748942172073,"frozenset({'Caramel Cone Ice Cream', 'Original Fresh Stack Crackers'})"
0.004936530324400564,"frozenset({'Carrots', 'Organic Baby Spinach'})"
0.004936530324400564,"frozenset({'Cherry Pomegranate Greek Yogurt', 'Total 2% All Natural Greek Strained Yogurt with Honey'})"
0.004936530324400564,"frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Cherry Pomegranate Greek Yogurt'})"
0.004936530324400564,"frozenset({'Coconut Chia Bar', 'Chocolate Peanut Butter'})"
0.004936530324400564,"frozenset({'Imported Mineral Water', 'Chocolate Peppermint Stick Bar'})"
0.005641748942172073,"frozenset({'Chubby Hubby Ice Cream', 'Krinkle Cut Salt & Fresh Ground Pepper Potato Chips'})"
0.006346967559943582,"frozenset({'Cinnamon Crunch', 'Dark & Mint Filled Chocolate Squares'})"
0.005641748942172073,"frozenset({'Cinnamon Crunch', 'Organic Bunny Fruit Tropical Treat Fruit Snacks'})"
0.009873060648801129,"frozenset({'Organic Heritage Flakes Cereal', 'Cinnamon Crunch'})"
0.004936530324400564,"frozenset({'Cinnamon Raisin Bread', 'Organic Black Beans'})"
0.007757404795486601,"frozenset({'Cinnamon Raisin Bread', 'Organic Milk'})"
0.004936530324400564,"frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt', 'Cinnamon Raisin Bread'})"
0.004936530324400564,"frozenset({'Cinnamon Raisin English Muffins', 'Pure Coconut Water'})"
0.004936530324400564,"frozenset({'Classic Air-Puffed Vanilla Flavored Marshmallows', 'Organic Bagged Carrots'})"
0.007052186177715092,"frozenset({'Classic Air-Puffed Vanilla Flavored Marshmallows', 'Organic Brown Rice Crisps Cereal'})"
0.005641748942172073,"frozenset({'Classic Air-Puffed Vanilla Flavored Marshmallows', 'Toasted Coconut Chips Original Recipe'})"
0.00846262341325811,"frozenset({'Clementines', 'Dry Roasted Almonds'})"
0.009873060648801129,"frozenset({'Clementines', 'Hass Avocados'})"
0.015514809590973202,"frozenset({'Soda', 'Clementines'})"
0.007757404795486601,"frozenset({'Zero Calorie Cola', 'Clementines'})"
0.004936530324400564,"frozenset({'Pure Coconut Water', 'Coconut Chia Bar'})"
0.00846262341325811,"frozenset({'Cola', 'Grade A Extra Large Eggs'})"
0.007757404795486601,"frozenset({'Light Oaked Chardonnay', 'Cola'})"
0.00846262341325811,"frozenset({'Cola', 'Natural Lime Flavor Sparkling Mineral Water'})"
0.00846262341325811,"frozenset({'Organic Reduced Fat Milk', 'Country Stand Juice, Medium Pulp'})"
0.009873060648801129,"frozenset({'Creamed Chipped Beef', 'Cran-Apple Juice Drink'})"
0.004936530324400564,"frozenset({'Cran-Apple Juice Drink', 'Glazed Lemon Pie'})"
0.007757404795486601,"frozenset({'Honey Buns', 'Cran-Apple Juice Drink'})"
0.011283497884344146,"frozenset({'Cran-Apple Juice Drink', 'Oatmeal Crème Pies'})"
0.004936530324400564,"frozenset({'Original 0 Calorie Sweetener Packets 115 Count', 'Cran-Apple Juice Drink'})"
0.006346967559943582,"frozenset({'Cran-Apple Juice Drink', 'Original Fresh Stack Crackers'})"
0.004936530324400564,"frozenset({'Cran-Apple Juice Drink', 'Pure Life Purified Water'})"
0.004936530324400564,"frozenset({'Creamed Chipped Beef', 'Glazed Lemon Pie'})"
0.007052186177715092,"frozenset({'Creamed Chipped Beef', 'Honey Buns'})"
0.009873060648801129,"frozenset({'Creamed Chipped Beef', 'Oatmeal Crème Pies'})"
0.005641748942172073,"frozenset({'Creamed Chipped Beef', 'Original Fresh Stack Crackers'})"
0.004936530324400564,"frozenset({'Creamy Almond Butter', 'Dry Roasted Almonds'})"
0.005641748942172073,"frozenset({'English Seedless Cucumber', 'Crinkle Cut French Fries'})"
0.005641748942172073,"frozenset({'Gluten Free Quinoa Rotelle Pasta', 'Crinkle Cut French Fries'})"
0.005641748942172073,"frozenset({'Organic Baby Spinach', 'Crinkle Cut French Fries'})"
0.005641748942172073,"frozenset({'Penne Rigate', 'Crinkle Cut French Fries'})"
0.005641748942172073,"frozenset({'Crinkle Cut French Fries', 'Sourdough Bread'})"
0.005641748942172073,"frozenset({'Crunch Chocolate Peanut Butter Granola Bar', 'Crunch Granola Bar Chocolate Chip'})"
0.004936530324400564,"frozenset({'Crunch Chocolate Peanut Butter Granola Bar', 'Crunch White Chocolate Macadamia Nut Granola Bars'})"
0.00846262341325811,"frozenset({'Crunch Chocolate Peanut Butter Granola Bar', 'Dark & Mint Filled Chocolate Squares'})"
0.011283497884344146,"frozenset({'Dark Chocolate Minis', 'Crunch Chocolate Peanut Butter Granola Bar'})"
0.009873060648801129,"frozenset({'Lemon Sparkling Water', 'Crunch Chocolate Peanut Butter Granola Bar'})"
0.007052186177715092,"frozenset({'Crunch Chocolate Peanut Butter Granola Bar', 'Maple Pumpkin Seeds with Sea Salt Chewy with a Crunch Granola Bars'})"
0.009873060648801129,"frozenset({'Crunch Chocolate Peanut Butter Granola Bar', 'Orange Sparkling Water'})"
0.005641748942172073,"frozenset({'Crunch Chocolate Peanut Butter Granola Bar', ""Organic Bernie's Farm Fruit Snacks strawberry, raspberry, & orange""})"
0.004936530324400564,"frozenset({'Crunch Chocolate Peanut Butter Granola Bar', 'Organic Bunny Fruit Tropical Treat Fruit Snacks'})"
0.011283497884344146,"frozenset({'Organic Heritage Flakes Cereal', 'Crunch Chocolate Peanut Butter Granola Bar'})"
0.011283497884344146,"frozenset({'Organic Pink Lemonade Bunny Fruit Snacks', 'Crunch Chocolate Peanut Butter Granola Bar'})"
0.007757404795486601,"frozenset({'Crunch Chocolate Peanut Butter Granola Bar', 'Peach-Pear Sparkling Water'})"
0.004936530324400564,"frozenset({'Crunch Chocolate Peanut Butter Granola Bar', 'Sparkling Water, Natural Mango Essenced'})"
0.005641748942172073,"frozenset({'Crunch Chocolate Peanut Butter Granola Bar', 'Twilight Delight 72% Cacao Intense Dark Squares'})"
0.004936530324400564,"frozenset({'Crunch Chocolate Peanut Butter Granola Bar', 'Unsweetened Original Almond Breeze Almond Milk'})"
0.005641748942172073,"frozenset({'Dark Chocolate Minis', 'Crunch Granola Bar Chocolate Chip'})"
0.004936530324400564,"frozenset({'Dark Chocolate Minis', 'Crunch White Chocolate Macadamia Nut Granola Bars'})"
0.004936530324400564,"frozenset({'Dark Chocolate Minis', 'Crunchy Coconut Granola Bars'})"
0.004936530324400564,"frozenset({'Crunchy Coconut Granola Bars', 'Peach-Pear Sparkling Water'})"
0.007052186177715092,"frozenset({'Dairy Free Coconut Milk Blueberry Yogurt Alternative', 'Dairy Free Coconut Milk Yogurt Alternative'})"
0.007052186177715092,"frozenset({'Dairy Free Coconut Milk Blueberry Yogurt Alternative', 'Medium Navel Orange'})"
0.007052186177715092,"frozenset({'Dairy Free Coconut Milk Yogurt Alternative', 'Medium Navel Orange'})"
0.005641748942172073,"frozenset({'Dark & Sea Salt Caramel Chocolate Squares', 'Dark & Mint Filled Chocolate Squares'})"
0.011988716502115656,"frozenset({'Dark Chocolate Minis', 'Dark & Mint Filled Chocolate Squares'})"
0.010578279266572637,"frozenset({'Dark & Mint Filled Chocolate Squares', 'Gluten Free Honey Almond Granola'})"
0.006346967559943582,"frozenset({'Healthy Grains Granola Bar, Vanilla Blueberry', 'Dark & Mint Filled Chocolate Squares'})"
0.007757404795486601,"frozenset({'Lemon Sparkling Water', 'Dark & Mint Filled Chocolate Squares'})"
0.010578279266572637,"frozenset({'Dark & Mint Filled Chocolate Squares', 'Maple Pumpkin Seeds with Sea Salt Chewy with a Crunch Granola Bars'})"
0.005641748942172073,"frozenset({'Dark & Mint Filled Chocolate Squares', 'Oatmeal Square Banana Dark Chocolate'})"
0.00846262341325811,"frozenset({'Orange Sparkling Water', 'Dark & Mint Filled Chocolate Squares'})"
0.007757404795486601,"frozenset({'Dark & Mint Filled Chocolate Squares', 'Organic Bunny Fruit Tropical Treat Fruit Snacks'})"
0.005641748942172073,"frozenset({'Organic Graham Crunch Cereal', 'Dark & Mint Filled Chocolate Squares'})"
0.013399153737658674,"frozenset({'Organic Heritage Flakes Cereal', 'Dark & Mint Filled Chocolate Squares'})"
0.009873060648801129,"frozenset({'Organic Pink Lemonade Bunny Fruit Snacks', 'Dark & Mint Filled Chocolate Squares'})"
0.007052186177715092,"frozenset({'Organic Summer Strawberry Bunny Fruit Snacks', 'Dark & Mint Filled Chocolate Squares'})"
0.006346967559943582,"frozenset({'Dark & Mint Filled Chocolate Squares', 'Peach-Pear Sparkling Water'})"
0.004936530324400564,"frozenset({'Popped Dark Chocolate with Sea Salt Granola Bar', 'Dark & Mint Filled Chocolate Squares'})"
0.004936530324400564,"frozenset({'Twilight Delight 72% Cacao Intense Dark Squares', 'Dark & Mint Filled Chocolate Squares'})"
0.009167842031029619,"frozenset({'Unsweetened Original Almond Breeze Almond Milk', 'Dark & Mint Filled Chocolate Squares'})"
0.007757404795486601,"frozenset({'Dark & Sea Salt Caramel Chocolate Squares', 'Gluten Free Honey Almond Granola'})"
0.004936530324400564,"frozenset({'Dark & Sea Salt Caramel Chocolate Squares', 'Organic Heritage Flakes Cereal'})"
0.006346967559943582,"frozenset({'Dark Chocolate Minis', 'Healthy Grains Granola Bar, Vanilla Blueberry'})"
0.006346967559943582,"frozenset({'Dark Chocolate Minis', 'Lemon Sparkling Water'})"
0.00846262341325811,"frozenset({'Dark Chocolate Minis', 'Maple Pumpkin Seeds with Sea Salt Chewy with a Crunch Granola Bars'})"
0.006346967559943582,"frozenset({'Dark Chocolate Minis', 'Orange Sparkling Water'})"
0.004936530324400564,"frozenset({'Dark Chocolate Minis', ""Organic Bernie's Farm Fruit Snacks strawberry, raspberry, & orange""})"
0.007757404795486601,"frozenset({'Organic Graham Crunch Cereal', 'Dark Chocolate Minis'})"
0.014104372355430184,"frozenset({'Dark Chocolate Minis', 'Organic Heritage Flakes Cereal'})"
0.015514809590973202,"frozenset({'Dark Chocolate Minis', 'Organic Pink Lemonade Bunny Fruit Snacks'})"
0.012693935119887164,"frozenset({'Dark Chocolate Minis', 'Peach-Pear Sparkling Water'})"
0.011988716502115656,"frozenset({'Dark Chocolate Minis', 'Sparkling Water, Natural Mango Essenced'})"
0.004936530324400564,"frozenset({'Dark Chocolate Minis', 'Trail Mix Fruit & Nut Chewy Granola Bars'})"
0.004936530324400564,"frozenset({'Dark Chocolate Minis', 'Twilight Delight 72% Cacao Intense Dark Squares'})"
0.007052186177715092,"frozenset({'Dark Chocolate Minis', 'Unsweetened Original Almond Breeze Almond Milk'})"
0.004936530324400564,"frozenset({'Gold Potato', 'Diced Tomatoes'})"
0.005641748942172073,"frozenset({'Organic Baby Spinach', 'Diced Tomatoes'})"
0.007052186177715092,"frozenset({'Organic Extra Firm Tofu', 'Diced Tomatoes'})"
0.011283497884344146,"frozenset({'Organic Garlic', 'Diced Tomatoes'})"
0.007052186177715092,"frozenset({'Organic Jalapeno Pepper', 'Diced Tomatoes'})"
0.004936530324400564,"frozenset({'Organic Pinto Beans', 'Diced Tomatoes'})"
0.006346967559943582,"frozenset({'Organic Red Onion', 'Diced Tomatoes'})"
0.006346967559943582,"frozenset({'Organic Unsweetened Almond Milk', 'Diced Tomatoes'})"
0.005641748942172073,"frozenset({'Organic Vegetarian Mild Refried Beans With Green Chiles', 'Diced Tomatoes'})"
0.00846262341325811,"frozenset({'Hass Avocados', 'Dry Roasted Almonds'})"
0.009167842031029619,"frozenset({'Soda', 'Dry Roasted Almonds'})"
0.007757404795486601,"frozenset({'Zero Calorie Cola', 'Dry Roasted Almonds'})"
0.007052186177715092,"frozenset({'Organic Garlic', 'Electrolyte Enhanced Water'})"
0.004936530324400564,"frozenset({'Electrolyte Enhanced Water', 'Organic Ginger Root'})"
0.004936530324400564,"frozenset({'Electrolyte Enhanced Water', 'Organic Lowfat 1% Milk'})"
0.005641748942172073,"frozenset({'Gluten Free Sliced Mountain White Bread', 'English Seedless Cucumber'})"
0.007052186177715092,"frozenset({'Organic Baby Spinach', 'English Seedless Cucumber'})"
0.007757404795486601,"frozenset({'Organic Garlic', 'English Seedless Cucumber'})"
0.004936530324400564,"frozenset({'Four Cheese Thin Crust Pizza', 'Low Fat Plain Yogurt'})"
0.004936530324400564,"frozenset({'Organic Zucchini', 'Fresh Cauliflower'})"
0.004936530324400564,"frozenset({'Frozen Organic Wild Blueberries', 'Organic Unsweetened Almond Milk'})"
0.005641748942172073,"frozenset({'Oatmeal Crème Pies', 'Glazed Lemon Pie'})"
0.004936530324400564,"frozenset({'Glazed Lemon Pie', 'Original Fresh Stack Crackers'})"
0.005641748942172073,"frozenset({'Oatmeal Square Banana Dark Chocolate', 'Gluten Free Honey Almond Granola'})"
0.007757404795486601,"frozenset({'Organic Heritage Flakes Cereal', 'Gluten Free Honey Almond Granola'})"
0.005641748942172073,"frozenset({'Sea Salt Soiree Intense Dark Chocolate Squares', 'Gluten Free Honey Almond Granola'})"
0.006346967559943582,"frozenset({'Unsweetened Original Almond Breeze Almond Milk', 'Gluten Free Honey Almond Granola'})"
